chs_Spar2	NW_003303736.1	48.148	27	12	1	225	249	79750	79670	5.9	28.1
chs_Spar2	NW_003303736.1	36.842	19	12	0	267	285	79554	79498	5.9	22.7
# TBLASTN 2.7.1+
# Query: chs_Spar3 Saprolegnia parasitica
# Database: infestans
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 2 hits found
chs_Spar3	NW_003303757.1	42.271	634	312	15	91	693	5712457	5714289	5.46e-140	461
chs_Spar3	NW_003303733.1	27.358	106	51	4	549	643	111382	111110	1.1	35.8
# TBLASTN 2.7.1+
# Query: chs_Spar4 Saprolegnia parasitica
# Database: infestans
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 2 hits found
chs_Spar4	NW_003303757.1	41.035	792	435	6	4	778	5712166	5714496	0.0	594
chs_Spar4	NW_003303733.1	34.831	89	54	2	580	667	111376	111119	0.014	42.0
# TBLASTN 2.7.1+
# Query: chs_Spar5 Saprolegnia parasitica
# Database: infestans
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 3 hits found
chs_Spar5	NW_003303757.1	40.297	809	437	9	28	815	5712232	5714583	0.0	580
chs_Spar5	NW_003303733.1	41.558	77	28	2	587	655	111376	111173	5.29e-04	46.6
chs_Spar5	NW_003303611.1	29.762	84	48	1	363	446	135854	136072	0.69	36.2
# TBLASTN 2.7.1+
# Query: chs_Spar6 Saprolegnia parasitica
# Database: infestans
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 4 hits found
chs_Spar6	NW_003303757.1	44.572	783	391	7	161	933	5712256	5714505	0.0	672
chs_Spar6	NW_003303733.1	29.412	85	42	2	713	796	111376	111173	0.002	44.7
chs_Spar6	NW_003303727.1	24.615	65	49	0	164	228	1816152	1815958	0.037	40.8
chs_Spar6	NW_003303748.1	30.769	65	36	1	473	537	2009437	2009270	4.8	33.9
# BLAST processed 11 queries
