# TBLASTN 2.7.1+
# Query: chs_Psoj1 Phytophthora sojae
# Database: Abyss_k30
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 9 hits found
# Query: chs_Spar1 Saprolegnia parasitica
# Database: Abyss_k30
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 8 hits found
chs_Spar1	7586397	54.527	497	202	6	103	576	1499	12	0.0	557
chs_Spar1	7608936	44.397	232	124	2	601	828	1039	347	1.77e-56	200
chs_Spar1	1768855	66.667	24	8	0	582	605	86	15	5.93e-04	40.4
chs_Spar1	1768852	66.667	24	8	0	582	605	86	15	5.93e-04	40.4
chs_Spar1	6822755	68.421	19	6	0	572	590	22	78	0.15	33.5
chs_Spar1	6752602	68.421	19	6	0	572	590	59	3	0.15	33.5
chs_Spar1	4577497	57.692	26	10	1	489	514	103	29	2.6	30.4
chs_Spar1	7600512	24.419	86	63	1	490	573	414	157	7.0	32.3
# TBLASTN 2.7.1+
# Query: chs_Spar2 Saprolegnia parasitica
# Database: Abyss_k30
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 6 hits found
chs_Spar2	7586397	47.368	475	223	7	162	622	1430	45	3.14e-139	435
chs_Spar2	7608936	30.043	233	140	6	663	892	1000	362	3.31e-18	89.7
chs_Spar2	2476612	40.566	106	53	4	122	219	1371	1060	3.88e-08	59.7
chs_Spar2	1947113	51.724	29	14	0	841	869	113	27	1.3	31.6
chs_Spar2	5338067	47.826	23	12	0	538	560	20	88	3.5	29.6
chs_Spar2	6548394	55.000	20	9	0	603	622	83	24	4.9	30.4
# TBLASTN 2.7.1+
# Query: chs_Spar3 Saprolegnia parasitica
# Database: Abyss_k30
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 2 hits found
chs_Spar3	7586397	48.409	440	204	8	91	515	1298	3	7.51e-126	396
chs_Spar3	7608936	32.192	146	82	5	550	693	976	584	6.70e-11	67.4
# TBLASTN 2.7.1+
# Query: chs_Spar4 Saprolegnia parasitica
# Database: Abyss_k30
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 5 hits found
chs_Spar4	7586397	43.623	541	279	4	4	530	1589	3	3.24e-152	465
chs_Spar4	7608936	37.209	215	129	2	567	778	1012	377	1.61e-26	114
chs_Spar4	4757790	39.024	41	23	2	89	128	124	5	1.7	32.0
chs_Spar4	3429453	64.706	17	6	0	153	169	3	53	3.7	29.6
chs_Spar4	2180323	41.379	29	17	0	92	120	104	18	7.3	29.3
# TBLASTN 2.7.1+
# Query: chs_Spar5 Saprolegnia parasitica
# Database: Abyss_k30
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 3 hits found
chs_Spar5	7586397	44.123	519	263	5	28	534	1523	12	3.59e-136	424
chs_Spar5	7608936	37.109	256	138	4	571	815	1021	290	6.85e-34	135
chs_Spar5	7582930	29.762	84	48	1	363	446	361	143	0.85	34.3
# TBLASTN 2.7.1+
# Query: chs_Spar6 Saprolegnia parasitica
# Database: Abyss_k30
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 5 hits found
chs_Spar6	7586397	50.881	511	231	4	161	663	1499	3	1.58e-172	522
chs_Spar6	7608936	33.061	245	141	4	691	933	1039	368	1.04e-30	126
chs_Spar6	2476612	24.615	65	49	0	164	228	1296	1102	0.052	40.0
chs_Spar6	6822755	48.000	25	13	0	655	679	1	75	2.7	30.0
chs_Spar6	6752602	48.000	25	13	0	655	679	80	6	2.7	30.0
# BLAST processed 11 queries
